pcd2,oscty,ced,oslaua,osward,parish,oseast1m,osnrth1m,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,casward,park,oa11,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp,oa21,lsoa21,msoa21
CF23 0,W99999999,W99999999,W06000015,W05001296,W04001008,322539,178712,W11000029,W99999999,W92000004,W99999999,9,W07000080,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPK,00PTPK,W31000001,W00009676,W01001885,W02000377,W35000706,W11000029,W37000384,W38000130,C1,4A1,51.502014,-3.117375,W99999999,W99999999,W15000003,402,W99999999,W99999999,W00009676,W01001885,W02000377
CF23 5,W99999999,W99999999,W06000015,W05001288,W04000860,319181,178723,W11000029,W99999999,W92000004,W99999999,9,W07000050,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPB,00PTPB,W31000001,W00009421,W01001821,W02000390,W35002545,W11000029,W37000384,W38000130,C1,5A3,51.50164,-3.165745,W99999999,W99999999,W15000003,1494,W99999999,W99999999,W00009421,W01001821,W02000390
CF23 6,W99999999,W99999999,W06000015,W05001275,W04000997,319185,180588,W11000029,W99999999,W92000004,W99999999,9,W07000050,W08000001,W16000004,W22000024,W11000029,W06000015,00PTNM,00PTNM,W31000001,['W00008949' 'W00008973'],W01001730,W02000385,W35002492,W11000029,W37000384,W38000130,C1,6A1,51.518409,-3.166119,W99999999,W99999999,W15000003,1720,W99999999,W99999999,W00008949,W01001730,W02000385
CF23 7,W99999999,W99999999,W06000015,W05001286,W04001001,320427,181318,W11000029,W99999999,W92000004,W99999999,9,W07000050,W08000001,W16000004,W22000024,W11000029,W06000015,00PTNZ,00PTNZ,W31000001,['W00009333' 'W00009336'],W01001816,W02000375,W35002495,W11000029,W37000384,W38000130,C1,4A1,51.525151,-3.148385,W99999999,W99999999,W15000003,800,W99999999,W99999999,['W00009333' 'W00009336'],W01001816,W02000375
CF23 8,W99999999,W99999999,W06000015,W05001290,W04000868,321100,182183,W11000029,W99999999,W92000004,W99999999,9,W07000051,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPD,00PTPD,W31000001,W00009501,W01001842,W02000369,W35002475,W11000029,W37000384,W38000130,C1,5A2,51.533015,-3.138876,W99999999,W99999999,W15000003,1610,W99999999,W99999999,W00009501,W01001842,W02000369
CF23 9,W99999999,W99999999,W06000015,W05001288,W04000860,320139,179249,W11000029,W99999999,W92000004,W99999999,9,W07000050,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPB,00PTPB,W31000001,W00009386,W01001822,W02000383,W35002543,W11000029,W37000384,W38000130,C1,4A1,51.506508,-3.152063,W99999999,W99999999,W15000003,989,W99999999,W99999999,W00009386,W01001822,W02000383
CF24 0,W99999999,W99999999,W06000015,W05001270,W04000837,319196,176553,W11000029,W99999999,W92000004,W99999999,9,W07000050,W08000001,W16000004,W22000024,W11000029,W06000015,00PTNF,00PTNF,W31000001,W00009982,W01001695,W02000402,W35002606,W11000029,W37000384,W38000130,C1,3A2,51.482141,-3.165037,W99999999,W99999999,W15000003,260,W99999999,W99999999,W00009982,W01001695,W02000402
CF24 1,W99999999,W99999999,W06000015,W05001270,W04000837,319973,177255,W11000029,W99999999,W92000004,W99999999,9,W07000050,W08000001,W16000004,W22000024,W11000029,W06000015,00PTNF,00PTNF,W31000001,W00009985,W01001698,W02000402,W35002604,W11000029,W37000384,W38000130,C1,4A2,51.488554,-3.154011,W99999999,W99999999,W15000003,279,W99999999,W99999999,W00009985,W01001698,W02000402
CF24 2,W99999999,W99999999,W06000015,W05001295,W04001005,320455,176870,W11000029,W99999999,W92000004,W99999999,9,W07000080,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPJ,00PTPJ,W31000001,['W00009633' 'W00009636' 'W00009649'],W01001875,W02000403,W35002612,W11000029,W37000384,W38000130,C1,4A2,51.485169,-3.146979,W99999999,W99999999,W15000003,286,W99999999,W99999999,['W00009633' 'W00009636' 'W00009649'],['W01001872' 'W01001873'],W02000403
CF24 3,W99999999,W99999999,W06000015,W05001289,W04000856,319120,177442,W11000029,W99999999,W92000004,W99999999,9,W07000050,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPC,00PTPC,W31000001,W00009449,W01001835,W02000399,W35002590,W11000029,W37000384,W38000130,C1,2A3,51.490117,-3.166326,W99999999,W99999999,W15000003,513,W99999999,W99999999,W00009476,W01001835,W02000399
CF24 4,W99999999,W99999999,W06000015,W05001274,W04000842,318358,177932,W11000029,W99999999,W92000004,W99999999,9,W07000050,W08000001,W16000004,W22000024,W11000029,W06000015,00PTNK,00PTNK,W31000001,W00008930,W01001720,W02000394,W35002562,W11000029,W37000384,W38000130,C1,2A2,51.494415,-3.177412,W99999999,W99999999,W15000003,948,W99999999,W99999999,W00008929,W01001720,W02000394
CF24 5,W99999999,W99999999,W06000015,W05001295,W04001005,319942,175927,W11000029,W99999999,W92000004,W99999999,9,W07000080,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPJ,00PTPJ,W31000001,W00009647,W01001874,W02000404,W35000700,W11000029,W37000384,W38000130,C1,4A1,51.47662,-3.154144,W99999999,W99999999,W15000003,193,W99999999,W99999999,W00009647,W01001874,W02000404
CF3  0,W99999999,W99999999,W06000015,W05001296,W04001008,323954,181061,W11000029,W99999999,W92000004,W99999999,9,W07000080,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPK,00PTPK,W31000001,W00009688,W01001882,W02000377,W35002508,W11000029,W37000384,W38000130,C1,7A3,51.523327,-3.097504,W99999999,W99999999,W15000003,632,W99999999,W99999999,W00009688,W01001882,W02000377
CF3  1,W99999999,W99999999,W06000015,W05001296,W04001008,323056,180256,W11000029,W99999999,W92000004,W99999999,9,W07000080,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPK,00PTPK,W31000001,W00009710,W01001883,W02000382,W35002517,W11000029,W37000384,W38000130,C1,8D2,51.515968,-3.110264,W99999999,W99999999,W15000003,195,W99999999,W99999999,W00009710,W01001883,W02000382
CF3  2,W99999999,W99999999,W06000022,W05001646,W04000823,324956,181347,W11000028,W99999999,W92000004,W99999999,9,W07000056,W08000001,W16000004,W22000024,W11000028,W06000022,00PRNJ,00PRNJ,W31000001,W00009676,W01001658,W02000366,W35002464,W11000028,W37000418,W38000116,D1,4A1,51.526028,-3.083111,W99999999,W99999999,W15000002,1274,W99999999,W99999999,W00009676,W01001658,W02000366
CF3  3,W99999999,W99999999,W06000015,W05001294,W04001004,322000,179345,W11000029,W99999999,W92000004,W99999999,9,W07000080,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPH,00PTPH,W31000001,W00009624,W01001868,W02000388,W35002516,W11000029,W37000384,W38000130,C1,8D2,51.507632,-3.125282,W99999999,W99999999,W15000003,715,W99999999,W99999999,W00009624,W01001868,W02000388
CF3  4,W99999999,W99999999,W06000015,W05001285,W04001000,321677,180004,W11000029,W99999999,W92000004,W99999999,9,W07000080,W08000001,W16000004,W22000024,W11000029,W06000015,00PTNY,00PTNY,W31000001,W00009312,W01001806,W02000381,W35002514,W11000029,W37000384,W38000130,C1,8D2,51.513512,-3.130077,W99999999,W99999999,W15000003,733,W99999999,W99999999,W00009312,W01001806,W02000381
CF3  5,W99999999,W99999999,W06000015,W05001285,W04001000,322464,181306,W11000029,W99999999,W92000004,W99999999,9,W07000080,W08000001,W16000004,W22000024,W11000029,W06000015,00PTNY,00PTNY,W31000001,W00009299,W01001802,W02000373,W35002490,W11000029,W37000384,W38000130,C1,8D2,51.525324,-3.11902,W99999999,W99999999,W15000003,556,W99999999,W99999999,W00009299,W01001802,W02000373
CF3  6,W99999999,W99999999,W06000015,W05001290,W04000888,322773,182979,W11000029,W99999999,W92000004,W99999999,9,W07000051,W08000001,W16000004,W22000024,W11000029,W06000015,00PTPD,00PTPD,W31000001,W00009478,W01001843,W02000369,W35002475,W11000029,W37999999,W38999999,C1,6A1,51.540405,-3.11493,W99999999,W99999999,W15000003,1628,W99999999,W99999999,W00008605,W01002016,W02000369
CF30 0,W99999999,W99999999,W06000015,W05001285,W04001000,322417,180673,W11000029,W99999999,W92000004,W99999999,9,W07000080,W08000001,W16000004,W22000024,W11000029,W06000015,00PTNY,00PTNY,W31000001,W00009299,W01001802,W02000373,W35000667,W11000029,W37000384,W38000130,C1,7A3,51.519627,-3.119567,W99999999,W99999999,W15000003,618,W99999999,W99999999,W00009299,W01001802,W02000373
CF31 1,W99999999,W99999999,W06000013,W05001234,W04000883,290677,180726,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPE,00PBPE,W31000001,W00005415,W01001021,W02000231,W35001900,W11000030,W37000394,W38000129,C1,7A1,51.514847,-3.576886,W99999999,W99999999,W15000003,660,W99999999,W99999999,W00005415,W01001021,W02000231
CF31 2,W99999999,W99999999,W06000013,W05001233,W04000882,292082,180169,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBNK,00PBNK,W31000001,W00005292,W01000984,W02000233,W35001905,W11000030,W37000394,W38000129,C1,6B2,51.510107,-3.556471,W99999999,W99999999,W15000003,1261,W99999999,W99999999,W00010428,W01000984,W02000233
CF31 3,W99999999,W99999999,W06000013,W05001248,W04000883,291278,178958,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPL,00PBPL,W31000001,W00005314,W01001003,W02000232,W35001901,W11000030,W37000394,W38000129,C1,1C2,51.499067,-3.567673,W99999999,W99999999,W15000003,1291,W99999999,W99999999,W00005314,W01001003,W02000232
CF31 4,W99999999,W99999999,W06000013,W05001234,W04000883,289447,180618,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPG,00PBPG,W31000001,W00005441,['W01001028' 'W01001041'],W02000229,W35001893,W11000030,W37000394,W38000129,C1,6B3,51.513639,-3.594566,W99999999,W99999999,W15000003,1150,W99999999,W99999999,W00005441,['W01001028' 'W01001041'],W02000229
CF31 5,W99999999,W99999999,W06000013,W05001235,W04000637,288977,179284,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBNN,00PBNN,W31000001,['W00009954' 'W00009963'],W01001919,W02000234,W35001908,W11000030,W37000394,W38000129,C1,6A2,51.501555,-3.600914,W99999999,W99999999,W15000003,1737,W99999999,W99999999,['W00009954' 'W00009963'],W01001919,W02000234
CF31 9,W99999999,W99999999,W06000013,W05001248,W04000883,290734,179686,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPL,00PBPL,W31000001,W00005489,W01001035,W02000231,W35000411,W11000030,W37000394,W38000129,C1,7A3,51.50551,-3.575738,W99999999,W99999999,W15000003,771,W99999999,W99999999,W00005489,W01001035,W02000231
CF32 0,W99999999,W99999999,W06000013,W05001397,W04000669,287377,179425,W11000030,W99999999,W92000004,W99999999,9,W07000074,W08000001,W16000003,W22000003,W11000030,W06000013,00PDNU,00PDNU,W31000001,W00005173,W01001127,W02000237,W35001921,W11000030,W37999999,W38999999,E1,1A2,51.502502,-3.624002,W99999999,W99999999,W15000003,1394,W99999999,W99999999,W00005173,W01001127,W02000237
CF32 7,W99999999,W99999999,W06000013,W05001247,W04000643,293388,191134,W11000030,W99999999,W92000004,W99999999,9,W07000074,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPK,00PBPK,W31000001,W00005429,W01001033,W02000220,W35001861,W11000030,W37000412,W38000119,D1,8B1,51.608915,-3.540987,W99999999,W99999999,W15000003,561,W99999999,W99999999,W00005429,W01001033,W02000220
CF32 8,W99999999,W99999999,W06000013,W05001240,W04000636,290418,189520,W11000030,W99999999,W92000004,W99999999,9,W07000074,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPQ,00PBPQ,W31000001,W00005349,W01000975,W02000221,W35001865,W11000030,W37000115,W38999999,D1,8B1,51.593835,-3.583348,W99999999,W99999999,W15000003,432,W99999999,W99999999,W00005349,W01000975,W02000221
CF32 9,W99999999,W99999999,W06000013,W05001255,W04000646,290274,183961,W11000030,W99999999,W92000004,W99999999,9,W07000074,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPX,00PBPX,W31000001,W00005238,['W01000974' 'W01000987'],W02000224,W35001875,W11000030,W37000394,W38000072,C1,8A1,51.543845,-3.583689,W99999999,W99999999,W15000003,860,W99999999,W99999999,W00010415,['W01000974' 'W01000987'],W02000224
CF33 4,W99999999,W99999999,W06000013,W05001239,W04000648,281992,181466,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBNT,00PBNT,W31000001,W00005296,W01001000,W02000227,W35001887,W11000030,W37000111,W38999999,C1,8C1,51.519746,-3.702227,W99999999,W99999999,W15000003,810,W99999999,W99999999,W00005296,W01001000,W02000227
CF33 6,W99999999,W99999999,W06000013,W05001253,W04000649,283222,182746,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPT,00PBPT,W31000001,W00005567,W01001050,W02000225,W35001881,W11000030,W37000111,W38999999,C1,8C1,51.531509,-3.684929,W99999999,W99999999,W15000003,745,W99999999,W99999999,W00005567,W01001050,W02000225
CF34 0,W99999999,W99999999,W06000013,W05001236,W04000640,285796,192507,W11000030,W99999999,W92000004,W99999999,9,W07000074,W08000001,W16000003,W22000003,W11000030,W06000013,00PBNP,00PBNP,W31000001,W00005270,['W01000994' 'W01001015'],W02000218,W35001853,W11000030,W37000396,W38000016,C1,8B1,51.619767,-3.651029,W99999999,W99999999,W15000003,388,W99999999,W99999999,W00005270,['W01000994' 'W01001015'],W02000218
CF34 4,W99999999,W99999999,W06000013,W05001242,W04000640,285329,191344,W11000030,W99999999,W92000004,W99999999,9,W07000074,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPC,00PBPC,W31000001,W00005375,W01001014,W02000219,W35001856,W11000030,W37000396,W38000016,C1,8C3,51.609217,-3.657394,W99999999,W99999999,W15000003,380,W99999999,W99999999,W00005375,W01001014,W02000219
CF34 9,W99999999,W99999999,W06000013,W05001243,W04000640,285601,190400,W11000030,W99999999,W92000004,W99999999,9,W07000074,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPD,00PBPD,W31000001,W00005402,W01001017,W02000219,W35001858,W11000030,W37000396,W38000016,C1,8C3,51.600788,-3.653144,W99999999,W99999999,W15000003,697,W99999999,W99999999,W00005402,W01001017,W02000219
CF35 5,W99999999,W99999999,W06000013,W05001249,W04000644,294482,179529,W11000030,W99999999,W92000004,W99999999,9,W07000074,W08000001,W16000003,W22000003,W11000030,W06000013,00PBNW,00PBNW,W31000001,W00005837,W01001105,W02000226,W35001883,W11000030,W37999999,W38999999,E1,1A2,51.504807,-3.521691,W99999999,W99999999,W15000003,1371,W99999999,W99999999,W00005837,W01001105,W02000226
CF35 6,W99999999,W99999999,W06000013,W05001249,W04000644,294098,182589,W11000030,W99999999,W92000004,W99999999,9,W07000074,W08000001,W16000003,W22000003,W11000030,W06000013,00PBNS,00PBNS,W31000001,W00009947,W01000998,W02000226,W35001882,W11000030,W37999999,W38999999,D1,6B2,51.532245,-3.528133,W99999999,W99999999,W15000003,1289,W99999999,W99999999,W00005506,W01001040,W02000226
CF36 3,W99999999,W99999999,W06000013,W05001246,W04000645,281442,177673,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPS,00PBPS,W31000001,W00005549,W01001046,W02000235,['W35001912' 'W35001913'],W11000030,W37000295,W38999999,C1,6A3,51.485546,-3.708871,W99999999,W99999999,W15000003,1345,W99999999,W99999999,W00005549,W01001046,W02000235
CF36 5,W99999999,W99999999,W06000013,W05001251,W04000645,283071,177554,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPH,00PBPH,W31000001,W00005453,W01001030,W02000236,W35001919,W11000030,W37000295,W38999999,C1,6B4,51.484815,-3.685384,W99999999,W99999999,W15000003,1094,W99999999,W99999999,W00005453,W01001030,W02000236
CF36 9,W99999999,W99999999,W06000013,W05001251,W04000645,281626,176936,W11000030,W99999999,W92000004,W99999999,9,W07000073,W08000001,W16000003,W22000003,W11000030,W06000013,00PBPS,00PBPS,W31000001,W00005546,W01001046,W02000235,W35001915,W11000030,W37000295,W38999999,C1,5B2,51.478957,-3.705983,W99999999,W99999999,W15000003,524,W99999999,W99999999,W00005546,W01001046,W02000235
CF37 1,W99999999,W99999999,W06000016,W05001085,W04001018,307288,189352,W11000030,W99999999,W92000004,W99999999,9,W07000075,W08000001,W16000003,W22000024,W11000030,W06000016,00PFRF,00PFRF,W31000001,W00006230,W01001182,W02000272,W35002082,W11000030,W37000384,W38000081,C1,5A3,51.595356,-3.339844,W99999999,W99999999,W15000003,771,W99999999,W99999999,W00006230,W01001964,W02000272
CF37 2,W99999999,W99999999,W06000016,W05001100,W04001018,306293,190658,W11000030,W99999999,W92000004,W99999999,9,W07000075,W08000001,W16000003,W22000024,W11000030,W06000016,00PFQR,00PFQR,W31000001,W00006448,W01001228,W02000272,W35002075,W11000030,W37000384,W38000081,C1,8B1,51.606928,-3.354548,W99999999,W99999999,W15000003,940,W99999999,W99999999,W00006448,W01001228,W02000272
CF37 3,W99999999,W99999999,W06000016,W05001115,W04000711,306686,193329,W11000030,W99999999,W92000004,W99999999,9,W07000070,W08000001,W16000003,W22000024,W11000030,W06000016,00PFRM,00PFRM,W31000001,W00006722,W01001282,W02000266,['W35002052' 'W35002053'],W11000030,W37000007,W38999999,D1,6B2,51.63106,-3.349558,W99999999,W99999999,W15000003,606,W99999999,W99999999,W00006722,W01001282,W02000266
CF37 4,W99999999,W99999999,W06000016,W05001108,W04001018,308170,191006,W11000030,W99999999,W92000004,W99999999,9,W07000075,W08000001,W16000003,W22000024,W11000030,W06000016,00PFRD,00PFRD,W31000001,W00006448,W01001258,W02000270,W35002067,W11000030,W37000384,W38000081,C1,5A1,51.610373,-3.327556,W99999999,W99999999,W15000003,842,W99999999,W99999999,W00006448,W01001258,W02000270
CF37 5,W99999999,W99999999,W06000016,W05001086,W04001018,309621,187974,W11000030,W99999999,W92000004,W99999999,9,W07000075,W08000001,W16000003,W22000024,W11000030,W06000016,00PFQA,00PFQA,W31000001,W00006247,W01001184,W02000273,W35002079,W11000030,W37000384,W38000081,C1,8C3,51.583349,-3.305815,W99999999,W99999999,W15000003,623,W99999999,W99999999,W00006247,W01001184,W02000273
CF37 9,W99999999,W99999999,W06000016,W05001085,W04001018,306705,189503,W11000030,W99999999,W92000004,W99999999,9,W07000075,W08000001,W16000003,W22000024,W11000030,W06000016,00PFQU,00PFQU,W31000001,W00006486,W01001236,W02000272,W35002076,W11000030,W37000384,W38000081,C1,8B1,51.59662,-3.348298,W99999999,W99999999,W15000003,1272,W99999999,W99999999,W00006486,W01001236,W02000272
CF38 1,W99999999,W99999999,W06000016,W05001077,W04001015,308726,186093,W11000030,W99999999,W92000004,W99999999,9,W07000075,W08000001,W16000003,W22000024,W11000030,W06000016,00PFQZ,00PFQZ,W31000001,W00006536,W01001162,W02000276,W35002092,W11000030,W37000424,W38000107,C1,6B2,51.566298,-3.318237,W99999999,W99999999,W15000003,1423,W99999999,W99999999,W00006536,W01001162,W02000276
