pcd2,oscty,ced,oslaua,osward,parish,oseast1m,osnrth1m,oshlthau,nhser,ctry,rgn,streg,pcon,eer,teclec,ttwa,pct,itl,statsward,casward,park,oa11,lsoa11,msoa11,wz11,ccg,bua11,buasd11,ru11ind,oac11,lat,long,lep1,lep2,pfa,imd,calncv,stp,oa21,lsoa21,msoa21
GU24 8,E10000030,E58001464,E07000214,E05012039,E04009580,497465,162259,E18000008,E40000005,E92000001,E12000008,5,E14000983,E15000008,E24000029,E30000212,E16000107,E07000214,43UJFU,43UJFU,E99999999,E00156881,E01030763,E02006416,E33044539,E38000246,E34004707,E35000764,C1,6A4,51.351059,-0.601807,E37000046,-1,E23000031,25261,E56000012,E54000052,E00156881,E01030763,E02006416
GU24 9,E10000030,E58001509,E07000214,E05012027,E04009581,494856,160175,E18000008,E40000005,E92000001,E12000008,5,E14000983,E15000008,E24000029,E30000212,E16000107,E07000214,43UJGH,43UJGH,E99999999,E00156874,E01030807,E02006421,E33044559,E38000246,E34004707,E35001298,C1,6A4,51.33277,-0.639824,E37000046,-1,E23000031,30891,E56000012,E54000052,E00156876,E01030807,E02006421
GU25 4,E10000030,E58001488,E07000212,E05012899,E43000141,499382,167855,E18000008,E40000005,E92000001,E12000008,5,E14000907,E15000008,E24000029,E30000266,E16000107,E07000212,43UGGD,43UGGD,E99999999,E00156503,E01030692,E02006397,E33044439,E38000246,E34004707,E35001164,C1,6A1,51.401031,-0.572734,E37000046,-1,E23000031,29056,E56000012,E54000052,E00156503,E01030692,E02006397
GU25 9,E10000030,E58001488,E07000212,E05012899,E43000141,500074,167903,E18000008,E40000005,E92000001,E12000008,5,E14000907,E15000008,E24000029,E30000266,E16000107,E07000212,43UGGD,43UGGD,E99999999,E00156518,E01030690,E02006397,E33044440,E38000246,E34004707,E35001164,C1,5B2,51.40134,-0.562768,E37000046,-1,E23000031,27839,E56000012,E54000052,E00156518,E01030690,E02006397
GU26 6,E10000030,E58001532,E07000216,E05007436,E04009619,487565,135748,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULHH,43ULHH,E99999999,E00157708,E01032626,E02006839,E33045384,E38000246,E34004907,E35001014,D1,6A4,51.114339,-0.750413,E37000046,-1,E23000031,28768,E56000012,E54000052,E00157708,E01032626,E02006839
GU27 1,E10000030,E58001499,E07000216,E05007434,E04009619,488989,133199,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULHF,43ULHF,E99999999,E00157678,E01030926,E02006455,E33044739,E38000246,E34004734,E35001459,C1,5B1,51.091212,-0.730697,E37000046,-1,E23000031,27271,E56000012,E54000052,E00157678,E01030928,E02006455
GU27 2,E10000030,E58001499,E07000216,E05007435,E04009619,490648,133158,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULHG,43ULHG,E99999999,E00157690,E01030930,E02006454,E33044735,E38000246,E34004734,E35001459,C1,5B3,51.090578,-0.707022,E37000046,-1,E23000031,29111,E56000012,E54000052,E00157690,E01030930,E02006454
GU27 3,E10000032,E58001650,E07000225,E05011672,E04012259,489509,130367,E18000008,E40000005,E92000001,E12000008,5,E14000633,E15000008,E24000030,E30000212,E16000108,E07000225,45UDGY,45UDGY,E26000010,E00160654,E01031504,E02006561,E33044937,E38000246,E34004734,E35001459,C1,5B3,51.065661,-0.723969,E37000044,-1,E23000033,27177,E56000012,E54000052,E00160654,E01031504,E02006561
GU27 9,E10000030,E58001499,E07000216,E05007434,E04009619,488979,132609,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULHF,43ULHF,E99999999,E00157671,E01030928,E02006455,E33044738,E38000246,E34004734,E35001459,C1,7D1,51.085904,-0.730978,E37000046,-1,E23000031,25212,E56000012,E54000052,E00157671,E01030928,E02006455
GU28 0,E10000032,E58001647,E07000225,E05011681,E04009922,496417,119984,E18000008,E40000005,E92000001,E12000008,5,E14000534,E15000008,E24000030,E30000191,E16000108,E07000225,45UDHF,45UDHF,E26000010,E00160731,E01031478,E02006565,E33044959,E38000248,E34999999,E35999999,F1,1B2,50.971205,-0.628159,E37000044,-1,E23000033,17962,E56000012,E54000053,E00160731,E01031478,E02006565
GU28 8,E10000032,E58001647,E07000225,E05011681,E04009922,497743,121730,E18000008,E40000005,E92000001,E12000008,5,E14000534,E15000008,E24000030,E30000191,E16000108,E07000225,45UDHF,45UDHF,E26000010,E00160731,E01031515,E02006565,E33039229,E38000248,E34003732,E35999999,D1,5B3,50.986681,-0.608814,E37000044,-1,E23000033,14616,E56000012,E54000053,E00160731,E01031515,E02006565
GU28 9,E10000032,E58001647,E07000225,E05011681,E04009913,495422,125326,E18000008,E40000005,E92000001,E12000008,5,['E14000534' 'E14000633'],E15000008,E24000030,E30000191,E16000108,E07000225,45UDHF,45UDHF,E26000010,E00160739,E01031514,E02006565,E33044940,E38000248,E34999999,E35999999,F1,1B2,51.019418,-0.640972,E37000044,-1,E23000033,15672,E56000012,E54000053,E00160739,E01031514,E02006565
GU29 0,E10000032,E58001650,E07000225,E05011679,E04009929,487433,121225,E18000008,E40000005,E92000001,E12000008,5,E14000633,E15000008,E24000030,E30000191,E16000108,E07000225,45UDHN,45UDHN,E26000010,E00160837,E01031536,E02006563,E33044946,E38000248,E34999999,E35999999,F1,1B2,50.983784,-0.755818,E37000044,-1,E23000033,20504,E56000012,E54000053,E00160837,E01031536,E02006563
GU29 1,E10000032,E58001643,E07000225,E05011679,E04009917,488588,121364,E18000008,E40000005,E92000001,E12000008,5,E14000633,E15000008,E24000030,E30000191,E16000108,E07000225,45UDHD,45UDHD,E26000010,E00160702,E01032717,E02006564,E33039226,E38000248,E34004608,E35000047,D1,5B2,50.984869,-0.739296,E37000044,-1,E23000033,20524,E56000012,E54000053,E00160702,E01035320,E02006564
GU29 9,E10000032,E58001643,E07000225,E05011679,E04009917,488400,121426,E18000008,E40000005,E92000001,E12000008,5,E14000633,E15000008,E24000030,E30000191,E16000108,E07000225,45UDHD,45UDHD,E26000010,E00160702,E01032717,E02006564,E33044957,E38000248,E34004608,E35000047,D1,5B3,50.985458,-0.741974,E37000044,-1,E23000033,21955,E56000012,E54000053,E00160702,E01035320,E02006564
GU3  1,E10000030,E58001519,E07000209,E05007302,E04009543,496386,147358,E18000008,E40000005,E92000001,E12000008,5,E14000719,E15000008,E24000029,E30000212,E16000107,E07000209,43UDGQ,43UDGQ,E99999999,E00155454,E01030478,E02006360,E33044252,E38000246,E34999999,E35999999,E1,5B2,51.217288,-0.621323,E37000046,-1,E23000031,22976,E56000012,E54000052,E00155454,E01030478,E02006360
GU3  2,E10000030,E58001541,E07000209,E05007297,E04009547,492987,151092,E18000008,E40000005,E92000001,E12000008,5,E14001047,E15000008,E24000029,E30000212,E16000107,E07000209,43UDGK,43UDGK,E99999999,E00155402,E01030466,E02006345,E33044171,E38000246,E34000911,E35999999,E1,6A4,51.251424,-0.669004,E37000046,-1,E23000031,21876,E56000012,E54000052,E00155402,E01030466,E02006345
GU3  3,E10000030,E58001541,E07000209,E05007307,E04009563,496757,152349,E18000008,E40000005,E92000001,E12000008,5,E14000719,E15000008,E24000029,E30000212,E16000107,E07000209,43UDGW,43UDGW,E99999999,E00155563,E01030501,E02006348,E33044191,E38000246,E34004707,E35999999,C1,5A2,51.262098,-0.614666,E37000046,-1,E23000031,24972,E56000012,E54000052,E00155563,E01030501,E02006348
GU30 7,E10000014,E58000571,E07000085,E05012299,E04004494,483856,131376,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000212,E16000133,E07000085,24UCGR,24UCGR,E99999999,E00114805,E01022586,E02004705,['E33042016' 'E33042018'],E38000253,E34003243,E35999999,D1,1B2,51.075599,-0.804369,E37000046,-1,E23000030,25018,E56000016,E54000042,E00114805,E01022586,E02004705
GU30 9,E10000014,E58000571,E07000085,E05012299,E04004494,483917,131318,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000212,E16000133,E07000085,24UCGR,24UCGR,E99999999,E00114805,E01022587,E02004705,E33042017,E38000253,E34003243,E35999999,D1,5A3,51.07506,-0.803534,E37000046,-1,E23000030,29066,E56000016,E54000042,E00114805,E01022587,E02004705
GU31 4,E10000014,E58000581,E07000085,E05012315,E04012251,475264,123228,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000254,E16000133,E07000085,24UCHM,24UCHM,E26000010,E00114999,E01022624,E02004708,E33042041,E38000253,E34001430,E35999999,C1,5B1,51.003528,-0.928703,E37000046,-1,E23000030,27017,E56000016,E54000042,E00115015,E01022624,E02004708
GU31 5,E10000032,E58001643,E07000225,E05011676,E04009906,478938,121802,E18000008,E40000005,E92000001,E12000008,5,E14000633,E15000008,E24000030,E30000191,E16000108,E07000225,45UDHB,45UDHB,E26000010,E00160685,E01031508,E02006563,E33044947,E38000248,E34999999,E35999999,E1,1B2,50.99021,-0.876658,E37000044,-1,E23000033,18481,E56000012,E54000053,E00160685,E01031508,E02006563
GU32 1,E10000014,E58000581,E07000085,E05012300,E04004499,468814,124046,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000254,E16000133,E07000085,24UCGU,24UCGU,E26000010,E00114857,E01022592,E02004707,E33042032,E38000253,E34999999,E35999999,F1,1B2,51.011681,-1.02048,E37000046,-1,E23000030,18328,E56000016,E54000042,E00114857,E01022592,E02004707
GU32 2,E10000014,E58000582,E07000085,E05012303,E04012251,474830,124514,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000254,E16000133,E07000085,24UCHN,24UCHN,E26000010,E00115019,E01022625,E02004707,['E33042030' 'E33042031' 'E33042040'],E38000253,E34001430,E35999999,C1,6A4,51.015155,-0.934623,E37000046,-1,E23000030,24928,E56000016,E54000042,E00115019,E01022625,E02004707
GU32 3,E10000014,E58000581,E07000085,E05012315,E04012251,474104,123283,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000254,E16000133,E07000085,24UCHP,24UCHP,E26000010,['E00114992' 'E00115032'],E01032664,E02004708,E33042042,E38000253,E34001430,E35999999,C1,5B3,51.00417,-0.945226,E37000046,-1,E23000030,21803,E56000016,E54000042,['E00114992' 'E00115032'],E01032664,E02004708
GU32 9,E10000014,E58000582,E07000085,E05012314,E04012251,475764,123366,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000254,E16000133,E07000085,24UCHM,24UCHM,E26000010,E00115013,E01022624,E02004707,E33042036,E38000253,E34999999,E35999999,C1,6A3,51.004704,-0.921554,E37000046,-1,E23000030,28822,E56000016,E54000042,E00115013,E01022624,E02004707
GU33 6,E10000014,E58000582,E07000085,E05012319,E04004506,476836,130354,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000254,E16000133,E07000085,24UCHT,24UCHT,E26000010,E00115061,E01022631,E02004706,E33042024,E38000253,E34999999,E35999999,F1,1B2,51.067379,-0.904796,E37000046,-1,E23000030,22015,E56000016,E54000042,E00115061,E01022631,E02004706
GU33 7,E10000014,E58000582,E07000085,E05012311,E04004514,478491,127618,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000254,E16000133,E07000085,24UCHH,24UCHH,E26000010,E00114980,E01022618,E02004706,E33042020,E38000253,E34004169,E35999999,D1,1C3,51.042556,-0.881764,E37000046,-1,E23000030,23563,E56000016,E54000042,E00114980,E01022618,E02004706
GU33 9,E10000014,E58000581,E07000085,E05012315,E04012251,474592,123257,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000254,E16000133,E07000085,24UCHP,24UCHP,E26000010,E00115032,E01032664,E02004708,E33037904,E38000253,E34001430,E35999999,C1,5B1,51.003869,-0.938263,E37000046,-1,E23000030,24180,E56000016,E54000042,E00115032,E01032664,E02004708
GU34 1,E10000014,E58000528,E07000085,E05012294,E04004490,471352,139004,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000164,E16000133,E07000085,24UCGM,24UCGM,E99999999,E00114773,E01022578,E02004699,E33041990,E38000253,E34003769,E35999999,C1,5B3,51.145856,-0.981347,E37000046,-1,E23000030,23117,E56000016,E54000042,E00114773,E01022576,E02004699
GU34 2,E10000014,E58000528,E07000085,['E05012291' 'E05012296'],E04004490,472044,139957,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000164,E16000133,E07000085,24UCGK,['24UCGK' '24UCGL'],E99999999,E00114759,E01022573,E02004699,E33041989,E38000253,E34003769,E35999999,C1,5B3,51.154347,-0.971257,E37000046,-1,E23000030,22931,E56000016,E54000042,E00114759,E01022573,E02004699
GU34 3,E10000014,E58000527,E07000085,E05012298,E04004520,471958,133683,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000212,E16000133,E07000085,24UCHS,24UCHS,E26000010,E00115057,E01022630,E02004703,E33042001,E38000253,E34999999,E35999999,F1,1B2,51.097939,-0.973727,E37000046,-1,E23000030,20332,E56000016,E54000042,E00115057,E01022630,E02004703
GU34 4,E10000014,E58000527,E07000085,E05012297,E04004504,473996,141642,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000164,E16000133,E07000085,24UCHA,24UCHA,E99999999,E00114917,E01022604,E02004697,E33041978,E38000253,E34999999,E35999999,E1,['1A2' '1B2'],51.169216,-0.943047,E37000046,-1,E23000030,25064,E56000016,E54000042,E00114917,E01022604,E02004697
GU34 5,E10000014,E58000527,E07000085,E05012302,E04004502,466619,136642,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000164,E16000133,E07000085,24UCGW,24UCGW,E99999999,E00114845,E01022596,E02004703,E33042005,E38000253,E34004636,E35001273,D1,1A2,51.125191,-1.049433,E37000046,-1,E23000030,27518,E56000016,E54000042,E00114845,E01022596,E02004703
GU34 9,E10000014,E58000528,E07000085,E05012294,E04004490,471645,139166,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000164,E16000133,E07000085,24UCGM,24UCGM,E99999999,E00114773,E01022576,E02004698,E33037890,E38000253,E34003769,E35999999,C1,7D1,51.147281,-0.977122,E37000046,-1,E23000030,12155,E56000016,E54000042,E00114773,E01022576,E02004698
GU35 0,E10000014,E58000595,E07000085,E05012318,E04004524,480221,135876,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000212,E16000133,E07000085,24UCHY,24UCHY,E99999999,E00115093,E01022615,E02004702,E33041998,E38000253,E34004641,E35000879,C1,5A3,51.116562,-0.855264,E37000046,-1,E23000030,19864,E56000016,E54000042,E00115066,E01022615,E02004702
GU35 5,E10000014,E58000595,E07000085,E05012318,E04004524,479849,136107,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000212,E16000133,E07000085,24UCHY,24UCHY,E99999999,E00115094,E01022640,E02004700,E33041993,E38000253,E34004641,E35000879,C1,8C1,51.118694,-0.860531,E37000046,-1,E23000030,13649,E56000016,E54000042,E00115094,E01022640,E02004700
GU35 8,E10000014,E58000571,E07000085,E05012305,E04004508,483061,136248,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000212,E16000133,E07000085,24UCGZ,24UCGZ,E99999999,E00114906,E01022600,E02006838,E33045387,E38000253,E34004641,E35000623,C1,6A3,51.119517,-0.814613,E37000046,-1,E23000030,26840,E56000016,E54000042,E00114906,E01022600,E02006838
GU35 9,E10000014,E58000595,E07000085,E05012319,E04004524,478799,135541,E18000009,E40000005,E92000001,E12000008,5,E14000680,E15000008,E24000028,E30000212,E16000133,E07000085,24UCHX,24UCHX,E99999999,E00115085,E01032663,E02004704,E33042009,E38000253,E34004641,E35000879,C1,1B2,51.11373,-0.875674,E37000046,-1,E23000030,20768,E56000016,E54000042,E00115051,E01022630,E02004704
GU4  7,E10000030,E58001494,E07000209,E05007296,E43000138,502360,152157,E18000008,E40000005,E92000001,E12000008,5,E14000719,E15000008,E24000029,E30000212,E16000107,E07000209,43UDGJ,43UDGJ,E99999999,E00155265,E01030440,E02006351,E33044208,E38000246,E34004707,E35001200,C1,6A1,51.259387,-0.534438,E37000046,-1,E23000031,29409,E56000012,E54000052,['E00155265' 'E00190470'],E01030440,E02006351
GU4  8,E10000030,E58001519,E07000209,E05007302,E04009556,501369,147334,E18000008,E40000005,E92000001,E12000008,5,E14000719,E15000008,E24000029,E30000212,E16000107,E07000209,43UDGQ,43UDGQ,E99999999,E00155520,E01030480,E02006360,E33044249,E38000246,E34004707,E35999999,C1,6A4,51.216208,-0.550016,E37000046,-1,E23000031,28550,E56000012,E54000052,E00155520,E01030480,E02006360
GU46 6,E10000014,E58000565,E07000089,E05009362,E04004553,481393,160304,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000256,E16000133,E07000089,24UGGL,24UGGL,E99999999,E00116317,E01022898,E02004752,E33042233,E38000252,E34004885,E35001069,C1,6B2,51.336008,-0.832997,E37000046,-1,E23000030,29880,E56000012,E54000034,E00116317,E01022898,E02004752
GU46 7,E10000014,E58000565,E07000089,E05009361,E04004553,481589,161181,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000256,E16000133,E07000089,24UGGK,24UGGK,E99999999,['E00116322' 'E00116328'],E01022893,E02004751,E33042236,E38000252,E34004885,E35001069,C1,6B2,51.343868,-0.829975,E37000046,-1,E23000030,29432,E56000012,E54000034,['E00116322' 'E00116328'],E01022893,E02004751
GU47 0,E99999999,E99999999,E06000036,E05002275,E04001143,485040,161840,E18000009,E40000005,E92000001,E12000008,5,E14000586,E15000008,E24000027,E30000256,E16000137,E06000036,00MANA,00MANA,E99999999,['E00081850' 'E00081856'],E01016198,E02003366,E33039990,E38000252,E34004885,E35000279,C1,6B2,51.349281,-0.780274,E37000035,-1,E23000029,28000,E56000012,E54000034,['E00081850' 'E00081856'],E01016198,E02003366
GU47 7,E99999999,E99999999,E06000036,E05002282,E04001143,483515,161244,E18000009,E40000005,E92000001,E12000008,5,E14000586,E15000008,E24000027,E30000256,E16000137,E06000036,00MANH,00MANH,E99999999,E00082007,E01016228,E02003365,E33039996,E38000252,E34004885,E35000279,C1,5B3,51.344155,-0.802311,E37000035,-1,E23000029,32016,E56000012,E54000034,E00188494,E01016228,E02003365
GU47 8,E99999999,E99999999,E06000036,E05002282,E04001143,483135,162084,E18000009,E40000005,E92000001,E12000008,5,E14000586,E15000008,E24000027,E30000256,E16000137,E06000036,00MANH,00MANH,E99999999,['E00082001' 'E00082007'],E01016229,E02003365,E33039987,E38000252,E34004885,E35000279,C1,6A4,51.351757,-0.80759,E37000035,-1,E23000029,31743,E56000012,E54000034,E00082001,E01016229,E02003365
GU47 9,E99999999,E99999999,E06000036,E05002274,E04001143,483980,161589,E18000009,E40000005,E92000001,E12000008,5,E14000586,E15000008,E24000027,E30000256,E16000137,E06000036,00MAMZ,00MAMZ,E99999999,['E00081838' 'E00081849'],E01016192,E02003365,E33039994,E38000252,E34004885,E35000279,C1,6B2,51.347186,-0.795556,E37000035,-1,E23000029,27775,E56000012,E54000034,['E00081838' 'E00081849'],E01016192,E02003365
GU5  0,E10000030,E58001531,E07000216,E05007413,E04009606,501656,144336,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULGH,43ULGH,E99999999,E00157377,E01030865,E02006446,E33044691,E38000246,E34004707,E35001396,C1,6A4,51.189214,-0.546744,E37000046,-1,E23000031,28399,E56000012,E54000052,E00157377,E01030865,E02006446
GU5  9,E10000030,E58001520,E07000209,E05007305,E04009557,507314,146835,E18000008,E40000005,E92000001,E12000008,5,E14000824,E15000008,E24000029,E30000212,E16000107,E07000209,43UDGT,43UDGT,E99999999,E00155524,E01030491,E02006361,E33044259,E38000246,E34004603,E35999999,E1,5B3,51.210647,-0.465043,E37000046,-1,E23000031,25811,E56000012,E54000052,E00155524,E01030491,E02006361
GU51 1,E10000014,E58000562,E07000089,E05009357,E04012058,479997,155458,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGGA,24UGGA,E99999999,E00167909,E01032853,E02004755,E33042258,E38000252,E34003525,E35999999,C1,5A2,51.292658,-0.854103,E37000046,-1,E23000030,30436,E56000012,E54000034,E00167909,E01032853,E02004755
GU51 2,E10000014,E58000600,E07000089,E05009356,E04012060,482018,155768,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGGA,24UGGA,E99999999,E00116197,E01022867,E02004755,E33042259,E38000252,E34003525,E35999999,C1,5A2,51.295143,-0.825015,E37000046,-1,E23000030,31508,E56000012,E54000034,E00116197,E01022867,E02004755
GU51 3,E10000014,E58000562,E07000089,E05009356,E04012060,481613,154181,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGGB,24UGGB,E99999999,E00116170,E01022862,E02004757,E33042267,E38000252,E34003525,E35999999,C1,5B1,51.280938,-0.831246,E37000046,-1,E23000030,30844,E56000012,E54000034,E00116201,E01022862,E02004757
GU51 4,E10000014,E58000562,E07000089,E05009357,E04012060,480530,154449,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGFY,24UGFY,E99999999,E00116220,E01022860,E02004755,E33042257,E38000252,E34003525,E35999999,C1,6A4,51.283495,-0.846694,E37000046,-1,E23000030,29646,E56000012,E54000034,E00116220,E01022860,E02004755
GU51 5,E10000014,E58000562,E07000089,E05009357,E04012060,479679,153487,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGGC,24UGGC,E99999999,E00116225,E01022873,E02004758,E33042273,E38000252,E34003525,E35999999,C1,6A4,51.274967,-0.859104,E37000046,-1,E23000030,29853,E56000012,E54000034,E00116148,E01034724,E02004758
GU51 9,E10000014,E58000562,E07000089,E05009356,E04012060,481519,154993,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGGB,24UGGB,E99999999,E00116203,E01022870,E02004757,E33038010,E38000252,E34003525,E35999999,C1,6B4,51.28825,-0.832379,E37000046,-1,E23000030,31174,E56000012,E54000034,E00116203,E01022870,E02004757
GU52 0,E10000014,E58000547,E07000089,E05009354,E04012056,480330,151569,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGFU,24UGFU,E99999999,E00116146,E01022852,E02004760,E33042280,E38000252,E34003525,E35999999,C1,6B2,51.257634,-0.850216,E37000046,-1,E23000030,31677,E56000012,E54000034,E00184988,E01022852,E02004760
GU52 6,E10000014,E58000547,E07000089,E05009353,E04012054,481132,152319,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGFT,24UGFT,E99999999,E00116106,E01022849,E02004759,E33042277,E38000252,E34003525,E35999999,C1,6A4,51.264263,-0.838559,E37000046,-1,E23000030,31790,E56000012,E54000034,E00116106,E01022849,E02004759
GU52 7,E10000014,E58000547,E07000089,E05009353,E04012060,481102,153209,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGFZ,24UGFZ,E99999999,E00116181,E01022863,E02004757,E33042268,E38000252,E34003525,E35999999,C1,6A3,51.272273,-0.838782,E37000046,-1,E23000030,30869,E56000012,E54000034,E00116181,E01022863,E02004757
GU52 8,E10000014,E58000547,E07000089,E05009354,E04012054,481498,151593,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGFW,24UGFW,E99999999,E00116147,E01022857,E02004760,E33042282,E38000252,E34003525,E35999999,C1,5A2,51.257698,-0.833511,E37000046,-1,E23000030,30816,E56000012,E54000034,E00116110,E01022850,E02004760
GU52 9,E10000014,E58000547,E07000089,E05009353,E04012054,482603,152679,E18000009,E40000005,E92000001,E12000008,5,E14000844,E15000008,E24000028,E30000164,E16000133,E07000089,24UGFT,24UGFT,E99999999,E00116113,E01022851,E02004759,E33042276,E38000252,E34999999,E35999999,C1,6A3,51.26729,-0.817394,E37000046,-1,E23000030,32628,E56000012,E54000034,E00116113,E01022851,E02004759
GU6  7,E10000030,E58001473,E07000216,E05007415,E04009609,507443,139691,E18000008,E40000005,E92000001,E12000008,5,E14000719,E15000008,E24000029,E30000212,E16000107,E07000216,43ULGK,43ULGK,E99999999,E00157456,E01030880,E02006451,E33044717,E38000246,E34004800,E35001461,C1,6A4,51.146409,-0.465347,E37000046,-1,E23000031,27911,E56000012,E54000052,E00157456,E01030880,E02006451
GU6  8,E10000030,E58001473,E07000216,E05007416,E04009609,505058,138390,E18000008,E40000005,E92000001,E12000008,5,E14000719,E15000008,E24000029,E30000212,E16000107,E07000216,43ULGL,43ULGL,E99999999,E00157431,E01030875,E02006451,E33044720,E38000246,E34004800,E35001461,C1,5B1,51.135155,-0.499803,E37000046,-1,E23000031,25464,E56000012,E54000052,E00157431,E01030875,E02006451
GU6  9,E10000030,E58001473,E07000216,E05007416,E04009609,505844,139085,E18000008,E40000005,E92000001,E12000008,5,E14000719,E15000008,E24000029,E30000212,E16000107,E07000216,43ULGL,43ULGL,E99999999,E00157436,E01030875,E02006451,E33044721,E38000246,E34004800,E35001461,C1,5B2,51.141256,-0.48837,E37000046,-1,E23000031,25811,E56000012,E54000052,E00157436,E01030875,E02006451
GU7  1,E10000030,E58001490,E07000216,E05007430,E04009616,497217,143519,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULHB,43ULHB,E99999999,E00157618,E01030916,E02006445,E33044700,E38000246,E34004943,E35000976,C1,2C1,51.182641,-0.610466,E37000046,-1,E23000031,26656,E56000012,E54000052,E00157618,E01030916,E02006445
GU7  2,E10000030,E58001490,E07000216,E05007431,E04009616,496282,144515,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULHC,43ULHC,E99999999,E00167786,E01030919,E02006445,E33044698,E38000246,E34004943,E35000976,C1,5B1,51.191755,-0.623568,E37000046,-1,E23000031,26266,E56000012,E54000052,E00190474,E01030919,E02006445
GU7  3,E10000030,E58001490,E07000216,E05007432,E04009616,497583,145228,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULHD,43ULHD,E99999999,E00157637,E01030921,E02006443,E33044674,E38000246,E34004943,E35000976,C1,5A3,51.197952,-0.604769,E37000046,-1,E23000031,24385,E56000012,E54000052,E00157637,E01030921,E02006443
GU7  9,E10000030,E58001490,E07000216,E05007430,E04009616,497378,143959,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULHB,43ULHB,E99999999,E00157618,E01030916,E02006445,E33044685,E38000246,E34004943,E35000976,C1,2C1,51.186571,-0.608038,E37000046,-1,E23000031,25259,E56000012,E54000052,E00157618,E01030916,E02006445
GU8  4,E10000030,E58001531,E07000216,E05007414,E04009608,497536,136820,E18000008,E40000005,E92000001,E12000008,5,E14000953,E15000008,E24000029,E30000212,E16000107,E07000216,43ULGJ,43ULGJ,E99999999,E00157395,E01030867,E02006453,E33044723,E38000246,E34999999,E35999999,F1,1B2,51.122366,-0.607703,E37000046,-1,E23000031,25553,E56000012,E54000052,E00157395,E01030867,E02006453
